index,prediction,Usage
1872,365,Public
1873,176,Private
1874,0,Public
1875,39,Public
1876,0,Private
1877,328,Private
1878,0,Public
1879,38,Public
1880,50,Private
1881,0,Public
1882,0,Public
1883,0,Private
1884,310,Public
1885,0,Public
1886,0,Private
1887,0,Private
1888,0,Public
1889,0,Public
1890,85,Public
1891,170,Private
1892,365,Public
1893,323,Public
1894,0,Private
1895,297,Public
1896,0,Public
1897,19,Private
1898,0,Public
1899,335,Public
1900,341,Private
1901,0,Private
1902,0,Private
1903,244,Public
1904,0,Public
1905,30,Private
1906,365,Private
1907,331,Public
1908,365,Private
1909,31,Private
1910,287,Private
1911,0,Private
1912,0,Public
1913,0,Public
1914,113,Public
1915,198,Public
1916,0,Public
1917,0,Public
1918,18,Public
1919,103,Public
1920,151,Public
1921,0,Public
1922,0,Private
1923,144,Private
1924,130,Public
1925,179,Private
1926,8,Private
1927,0,Private
1928,66,Public
1929,123,Private
1930,0,Private
1931,0,Private
1932,78,Public
1933,355,Public
1934,0,Public
1935,63,Private
1936,175,Private
1937,0,Private
1938,97,Public
1939,0,Private
1940,365,Public
1941,180,Private
1942,146,Private
1943,281,Public
1944,89,Private
1945,56,Private
1946,177,Private
1947,134,Public
1948,257,Private
1949,314,Private
1950,365,Public
1951,72,Public
1952,359,Private
1953,7,Public
1954,100,Public
1955,14,Public
1956,0,Private
1957,188,Public
1958,0,Public
1959,249,Public
1960,22,Public
1961,24,Private
1962,286,Public
1963,0,Public
1964,334,Public
1965,5,Private
1966,66,Private
1967,6,Public
1968,365,Public
1969,0,Public
1970,0,Public
1971,73,Public
1972,43,Public
1973,330,Private
1974,0,Public
1975,231,Public
1976,246,Public
1977,0,Public
1978,311,Public
1979,148,Public
1980,311,Private
1981,0,Private
1982,0,Public
1983,0,Public
1984,0,Public
1985,166,Public
1986,18,Private
1987,179,Private
1988,0,Private
1989,317,Private
1990,327,Private
1991,0,Private
1992,362,Public
1993,0,Public
1994,71,Public
1995,0,Private
1996,0,Public
1997,0,Public
1998,0,Public
1999,173,Private
2000,312,Private
2001,247,Private
2002,365,Public
2003,11,Public
2004,95,Public
2005,0,Public
2006,0,Private
2007,110,Private
2008,91,Private
2009,0,Public
2010,0,Public
2011,50,Public
2012,213,Public
2013,165,Public
2014,0,Private
2015,0,Private
2016,9,Private
2017,0,Private
2018,359,Public
2019,37,Public
2020,0,Private
2021,0,Public
2022,103,Public
2023,165,Public
2024,0,Public
2025,0,Public
2026,87,Public
2027,0,Private
2028,249,Public
2029,0,Private
2030,156,Private
2031,38,Public
2032,301,Private
2033,0,Private
2034,145,Public
2035,7,Public
2036,361,Public
2037,89,Public
2038,29,Public
2039,0,Public
2040,180,Public
2041,13,Private
2042,174,Private
2043,317,Private
2044,0,Public
2045,55,Public
2046,0,Public
2047,16,Public
2048,157,Public
2049,268,Public
2050,0,Public
2051,0,Private
2052,0,Public
2053,0,Private
2054,0,Public
2055,317,Private
2056,16,Public
2057,341,Public
2058,0,Private
2059,0,Private
2060,0,Private
2061,77,Public
2062,358,Public
2063,0,Private
2064,7,Public
2065,0,Private
2066,0,Public
2067,97,Private
2068,55,Public
2069,74,Public
2070,0,Private
2071,88,Private
2072,0,Private
2073,363,Public
2074,316,Private
2075,0,Public
2076,73,Public
2077,157,Public
2078,3,Public
2079,38,Public
2080,0,Public
2081,74,Public
2082,0,Private
2083,24,Public
2084,139,Public
2085,90,Public
2086,365,Private
2087,283,Public
2088,47,Public
2089,53,Public
2090,0,Public
2091,0,Public
2092,283,Public
2093,0,Public
2094,356,Public
2095,0,Public
2096,171,Public
2097,0,Public
2098,67,Public
2099,328,Public
2100,0,Public
2101,324,Public
2102,252,Private
2103,67,Public
2104,0,Public
2105,51,Private
2106,36,Public
2107,285,Public
2108,96,Private
2109,288,Public
2110,365,Public
2111,57,Public
2112,339,Private
2113,0,Public
2114,125,Public
2115,0,Public
2116,0,Private
2117,225,Private
2118,0,Public
2119,0,Private
2120,0,Public
2121,0,Public
2122,0,Public
2123,365,Private
2124,0,Public
2125,0,Private
2126,0,Private
2127,29,Public
2128,44,Public
2129,0,Public
2130,0,Private
2131,353,Public
2132,97,Public
2133,0,Public
2134,341,Public
2135,0,Private
2136,0,Public
2137,277,Public
2138,232,Private
2139,132,Public
2140,61,Public
2141,119,Public
2142,180,Public
2143,36,Private
2144,0,Private
2145,0,Public
2146,0,Public
2147,0,Private
2148,0,Public
2149,0,Private
2150,356,Public
2151,0,Public
2152,233,Private
2153,0,Public
2154,0,Private
2155,83,Private
2156,2,Private
2157,0,Public
2158,102,Private
2159,0,Public
2160,309,Private
2161,300,Private
2162,4,Private
2163,0,Public
2164,0,Public
2165,0,Private
2166,365,Private
2167,0,Public
2168,0,Private
2169,259,Public
2170,60,Private
2171,27,Private
2172,301,Private
2173,0,Public
2174,33,Public
2175,0,Private
2176,0,Public
2177,9,Public
2178,0,Public
2179,286,Private
2180,14,Public
2181,0,Public
2182,292,Private
2183,96,Private
2184,0,Private
2185,201,Public
2186,254,Public
2187,193,Public
2188,5,Private
2189,57,Private
2190,0,Public
2191,132,Public
2192,89,Private
2193,9,Public
2194,313,Public
2195,170,Public
2196,38,Public
2197,332,Public
2198,43,Public
2199,365,Public
2200,0,Public
2201,0,Public
2202,72,Private
2203,46,Public
2204,0,Private
2205,64,Private
2206,0,Private
2207,201,Public
2208,342,Public
2209,80,Public
2210,155,Public
2211,77,Public
2212,93,Public
2213,285,Public
2214,15,Private
2215,84,Private
2216,11,Public
2217,0,Private
2218,27,Public
2219,267,Public
2220,6,Public
2221,365,Private
2222,0,Public
2223,21,Private
2224,40,Public
2225,331,Public
2226,0,Public
2227,362,Public
2228,267,Private
2229,328,Private
2230,0,Private
2231,222,Public
2232,39,Public
2233,63,Public
2234,0,Public
2235,180,Private
2236,160,Private
2237,363,Private
2238,179,Public
2239,90,Public
2240,0,Private
2241,0,Public
2242,252,Private
2243,0,Private
2244,343,Public
2245,0,Public
2246,59,Private
2247,0,Public
2248,342,Private
2249,0,Public
2250,125,Private
2251,0,Private
2252,0,Public
2253,2,Public
2254,0,Public
2255,346,Private
2256,220,Public
2257,0,Public
2258,304,Private
2259,61,Public
2260,365,Public
2261,0,Public
2262,142,Private
2263,188,Public
2264,265,Public
2265,179,Private
2266,0,Public
2267,204,Public
2268,277,Public
2269,347,Private
2270,0,Public
2271,0,Public
2272,0,Public
2273,0,Public
2274,0,Private
2275,282,Public
2276,138,Private
2277,225,Public
2278,170,Public
2279,0,Public
2280,0,Public
2281,188,Public
2282,98,Private
2283,0,Public
2284,335,Private
2285,53,Private
2286,85,Private
2287,273,Public
2288,0,Public
2289,221,Private
2290,141,Public
2291,240,Private
2292,91,Private
2293,331,Private
2294,126,Public
2295,0,Public
2296,0,Private
2297,47,Public
2298,365,Public
2299,172,Private
2300,34,Private
2301,0,Public
2302,235,Public
2303,0,Public
2304,0,Public
2305,34,Public
2306,0,Private
2307,0,Public
2308,336,Private
2309,254,Public
2310,0,Public
2311,0,Public
2312,0,Public
2313,188,Public
2314,338,Private
2315,0,Private
2316,30,Public
2317,0,Public
2318,0,Public
2319,189,Public
2320,213,Public
2321,0,Public
2322,267,Private
2323,98,Private
2324,347,Public
2325,0,Private
2326,310,Private
2327,249,Public
2328,0,Public
2329,0,Private
2330,327,Public
2331,248,Public
2332,87,Public
2333,265,Public
2334,203,Public
2335,64,Private
2336,305,Public
2337,5,Public
2338,157,Private
2339,0,Public
2340,361,Public
2341,0,Public
2342,312,Public
2343,191,Public
2344,0,Public
2345,149,Public
2346,316,Public
2347,0,Public
2348,28,Private
2349,278,Public
2350,0,Public
2351,247,Public
2352,0,Public
2353,175,Public
2354,75,Public
2355,16,Public
2356,0,Public
2357,21,Public
2358,0,Public
2359,43,Private
2360,83,Public
2361,73,Public
2362,32,Public
2363,0,Public
2364,11,Public
2365,155,Public
2366,0,Public
2367,41,Private
2368,283,Public
2369,35,Private
2370,0,Public
2371,0,Public
2372,199,Public
2373,0,Public
2374,0,Public
2375,75,Public
2376,294,Public
2377,145,Public
2378,0,Private
2379,88,Public
2380,0,Public
2381,0,Public
2382,0,Private
2383,302,Public
2384,35,Public
2385,76,Public
2386,325,Private
2387,40,Public
2388,89,Public
2389,310,Private
2390,279,Public
2391,51,Private
2392,0,Public
2393,265,Public
2394,28,Public
2395,0,Private
2396,0,Public
2397,10,Public
2398,54,Public
2399,333,Private
2400,0,Private
2401,292,Private
2402,258,Private
2403,218,Public
2404,80,Public
2405,0,Public
2406,239,Public
2407,153,Public
2408,343,Public
2409,34,Private
2410,0,Public
2411,332,Public
2412,35,Public
2413,0,Public
2414,0,Public
2415,168,Public
2416,25,Public
2417,19,Public
2418,311,Public
2419,30,Private
2420,0,Private
2421,303,Private
2422,18,Private
2423,280,Public
2424,81,Public
2425,149,Public
2426,38,Public
2427,0,Public
2428,246,Private
2429,188,Public
2430,345,Public
2431,0,Public
2432,0,Public
2433,56,Private
2434,97,Private
2435,188,Private
2436,146,Public
2437,89,Private
2438,0,Public
2439,0,Private
2440,0,Public
2441,90,Public
2442,222,Public
2443,0,Public
2444,0,Public
2445,0,Public
2446,270,Public
2447,218,Private
2448,321,Public
2449,0,Public
2450,250,Public
2451,89,Public
2452,0,Public
2453,0,Private
2454,127,Public
2455,90,Public
2456,0,Private
2457,71,Public
2458,354,Public
2459,144,Private
2460,254,Private
2461,0,Private
2462,272,Public
2463,195,Private
2464,16,Public
2465,171,Public
2466,0,Private
2467,154,Public
2468,60,Public
2469,8,Public
2470,0,Public
2471,365,Private
2472,0,Private
2473,238,Public
2474,0,Private
2475,12,Public
2476,0,Public
2477,347,Private
2478,8,Public
2479,42,Public
2480,365,Public
2481,35,Public
2482,0,Public
2483,0,Public
2484,240,Private
2485,87,Public
2486,119,Public
2487,0,Public
2488,0,Private
2489,121,Public
2490,335,Private
2491,0,Private
2492,3,Public
2493,155,Public
2494,34,Private
2495,90,Public
2496,42,Private
2497,88,Public
2498,56,Public
2499,365,Public
2500,2,Private
2501,0,Public
2502,124,Public
2503,220,Private
2504,365,Public
2505,64,Public
2506,360,Public
2507,0,Private
2508,0,Public
2509,0,Public
2510,0,Public
2511,3,Private
2512,365,Public
2513,0,Private
2514,341,Private
2515,0,Public
2516,0,Public
2517,202,Public
2518,90,Public
2519,0,Public
2520,0,Public
2521,275,Private
2522,0,Public
2523,0,Public
2524,299,Public
2525,89,Public
2526,363,Private
2527,0,Public
2528,125,Public
2529,188,Private
2530,44,Public
2531,0,Public
2532,15,Private
2533,220,Public
2534,0,Private
2535,0,Public
2536,81,Public
2537,0,Private
2538,186,Public
2539,365,Private
2540,128,Private
2541,0,Private
2542,156,Public
2543,0,Private
2544,268,Private
2545,0,Private
2546,0,Public
2547,90,Private
2548,0,Public
2549,0,Public
2550,0,Private
2551,0,Public
2552,325,Private
2553,360,Public
2554,0,Public
2555,88,Public
2556,19,Public
2557,0,Public
2558,338,Public
2559,88,Private
2560,365,Public
2561,294,Public
2562,342,Public
2563,310,Private
2564,64,Public
2565,0,Public
2566,161,Public
2567,162,Public
2568,78,Private
2569,297,Public
2570,60,Public
2571,20,Public
2572,27,Private
2573,19,Public
2574,288,Public
2575,0,Public
2576,118,Public
2577,0,Private
2578,87,Private
2579,0,Public
2580,304,Public
2581,90,Public
2582,0,Private
2583,3,Public
2584,358,Public
2585,0,Public
2586,1,Public
2587,0,Public
2588,0,Public
2589,364,Public
2590,327,Public
2591,324,Public
2592,14,Public
2593,22,Public
2594,0,Public
2595,69,Private
2596,334,Public
2597,340,Public
2598,7,Public
2599,0,Public
2600,0,Public
2601,0,Private
2602,0,Public
2603,190,Public
2604,0,Public
2605,0,Public
2606,0,Private
2607,87,Public
2608,35,Public
2609,0,Public
2610,90,Public
2611,43,Private
2612,0,Public
2613,331,Public
2614,0,Private
2615,0,Public
2616,209,Public
2617,139,Public
2618,0,Public
2619,20,Private
2620,328,Public
2621,47,Private
2622,0,Public
2623,0,Public
2624,0,Private
2625,131,Public
2626,312,Public
2627,0,Public
2628,76,Public
2629,14,Public
2630,0,Public
2631,306,Private
2632,0,Private
2633,163,Public
2634,205,Private
2635,4,Public
2636,41,Public
2637,0,Public
2638,0,Public
2639,15,Public
2640,0,Public
2641,30,Private
2642,0,Public
2643,218,Public
2644,0,Private
2645,67,Public
2646,335,Public
2647,0,Public
2648,305,Private
2649,315,Public
2650,0,Public
2651,0,Public
2652,32,Public
2653,13,Private
2654,342,Private
2655,9,Private
2656,354,Public
2657,0,Private
2658,166,Private
2659,345,Private
2660,118,Private
2661,81,Public
2662,198,Public
2663,0,Private
2664,6,Public
2665,13,Public
2666,0,Private
2667,0,Public
2668,0,Public
2669,252,Private
2670,146,Public
2671,0,Private
2672,267,Public
2673,0,Public
2674,0,Public
2675,0,Public
2676,78,Public
2677,0,Public
2678,36,Public
2679,364,Public
2680,290,Public
2681,0,Public
2682,0,Public
2683,332,Public
2684,0,Private
2685,90,Public
2686,0,Public
2687,201,Public
2688,238,Public
2689,0,Public
2690,219,Public
2691,1,Private
2692,26,Public
2693,160,Private
2694,0,Public
2695,88,Public
2696,312,Public
2697,46,Private
2698,0,Private
2699,29,Private
2700,129,Public
2701,159,Public
2702,58,Public
2703,354,Private
2704,6,Public
2705,308,Public
2706,0,Private
2707,336,Public
2708,75,Public
2709,359,Public
2710,277,Public
2711,71,Public
2712,8,Public
2713,345,Public
2714,0,Public
2715,83,Public
2716,172,Public
2717,0,Private
2718,0,Private
2719,191,Public
2720,230,Private
2721,63,Private
2722,11,Public
2723,23,Private
2724,0,Public
2725,338,Public
2726,282,Public
2727,53,Public
2728,317,Public
2729,0,Public
2730,2,Public
2731,89,Private
2732,155,Public
2733,19,Private
2734,154,Private
2735,364,Public
2736,22,Public
2737,129,Public
2738,16,Public
2739,349,Private
2740,1,Public
2741,0,Private
2742,187,Public
2743,85,Public
2744,136,Public
2745,0,Public
2746,152,Private
2747,48,Private
2748,0,Public
2749,2,Public
2750,0,Public
2751,142,Public
2752,0,Public
2753,110,Private
2754,365,Private
2755,3,Public
2756,325,Public
2757,257,Public
2758,0,Public
2759,89,Public
2760,18,Public
2761,188,Public
2762,0,Private
2763,54,Private
2764,330,Public
2765,0,Public
2766,168,Public
2767,364,Private
2768,0,Public
2769,0,Private
2770,0,Private
2771,0,Public
2772,11,Public
2773,230,Private
2774,40,Public
2775,140,Public
2776,333,Public
2777,0,Public
2778,365,Public
2779,152,Public
2780,179,Private
2781,246,Private
2782,0,Private
2783,287,Public
2784,215,Private
2785,297,Public
2786,0,Public
2787,302,Private
2788,0,Public
2789,37,Public
2790,305,Public
2791,0,Public
2792,127,Public
2793,333,Public
2794,0,Public
2795,6,Private
2796,0,Private
2797,0,Public
2798,347,Public
2799,74,Public
2800,51,Public
2801,0,Private
2802,178,Public
2803,358,Private
2804,0,Public
2805,0,Private
2806,269,Private
2807,0,Private
2808,5,Private
2809,365,Public
2810,35,Public
2811,352,Private
2812,0,Private
2813,45,Private
2814,9,Private
2815,337,Private
2816,169,Public
2817,179,Private
2818,129,Private
2819,361,Public
2820,3,Private
2821,273,Private
2822,364,Public
2823,319,Public
2824,330,Public
2825,249,Public
2826,55,Public
2827,148,Public
2828,195,Public
2829,123,Public
2830,137,Public
2831,247,Private
2832,9,Public
2833,325,Public
2834,0,Public
2835,77,Public
2836,6,Public
2837,166,Private
2838,0,Public
2839,0,Public
2840,0,Public
2841,0,Public
2842,0,Public
2843,37,Public
2844,87,Public
2845,0,Public
2846,0,Private
2847,0,Public
2848,0,Public
2849,0,Public
2850,0,Public
2851,0,Private
2852,0,Public
2853,0,Private
2854,120,Private
2855,0,Public
2856,10,Public
2857,333,Private
2858,54,Private
2859,332,Public
2860,0,Public
2861,179,Public
2862,0,Public
2863,0,Public
2864,0,Public
2865,0,Public
2866,0,Private
2867,225,Public
2868,0,Public
2869,290,Public
2870,335,Public
2871,52,Public
2872,47,Public
2873,0,Private
2874,362,Public
2875,320,Public
2876,153,Public
2877,59,Private
2878,290,Public
2879,0,Private
2880,147,Public
2881,228,Public
2882,32,Public
2883,0,Public
2884,0,Public
2885,365,Private
2886,359,Private
2887,0,Public
2888,71,Public
2889,0,Public
2890,0,Public
2891,0,Private
2892,0,Public
2893,241,Public
2894,0,Public
2895,90,Public
2896,0,Public
2897,0,Private
2898,6,Public
2899,0,Private
2900,0,Public
2901,11,Private
2902,7,Public
2903,309,Public
2904,275,Public
2905,0,Private
2906,326,Public
2907,66,Private
2908,271,Public
2909,13,Public
2910,76,Public
2911,0,Public
2912,344,Public
2913,0,Private
2914,0,Public
2915,357,Public
2916,0,Public
2917,365,Private
2918,284,Public
2919,17,Private
2920,363,Public
2921,85,Private
2922,157,Public
2923,347,Public
2924,159,Public
2925,338,Public
2926,0,Private
2927,0,Private
2928,135,Private
2929,5,Private
2930,242,Public
2931,0,Private
2932,328,Public
2933,0,Private
2934,114,Private
2935,17,Private
2936,173,Public
2937,0,Public
2938,354,Public
2939,338,Public
2940,179,Public
2941,36,Private
2942,0,Private
2943,0,Public
2944,220,Public
2945,2,Public
2946,0,Public
2947,11,Private
2948,309,Public
2949,156,Public
2950,88,Public
2951,0,Public
2952,4,Public
2953,357,Public
2954,0,Public
2955,0,Public
2956,75,Public
2957,0,Private
2958,0,Public
2959,365,Public
2960,64,Public
2961,0,Private
2962,149,Private
2963,341,Private
2964,0,Private
2965,65,Public
2966,26,Private
2967,0,Public
2968,365,Public
2969,0,Public
2970,50,Public
2971,305,Public
2972,200,Public
2973,346,Private
2974,0,Public
2975,111,Public
2976,26,Private
2977,89,Private
2978,40,Private
2979,322,Public
2980,87,Public
2981,332,Public
2982,66,Private
2983,219,Public
2984,0,Public
2985,0,Private
2986,364,Public
2987,0,Public
2988,0,Private
2989,0,Public
2990,298,Public
2991,0,Private
2992,281,Public
2993,301,Public
2994,0,Public
2995,180,Public
2996,0,Public
2997,0,Private
2998,0,Public
2999,347,Public
3000,325,Public
3001,280,Public
3002,0,Public
3003,5,Private
3004,66,Public
3005,125,Public
3006,261,Public
3007,0,Public
3008,0,Private
